Identifier,Has Disorder,Crystal different to Crystallographer Drawing (including Hydrogens),Crystal different to Crystallographer Drawing (excluding Hydrogens),Is Total Charge 0,Is Total Multiplicity 1
QAMTAB,False,True,True,True,True
QAMTEF,False,True,True,True,True
QAQNIJ,True,True,True,False,True
QAQRUZ,False,True,True,True,True
QASVUF,False,True,True,True,True
QEGHAO,False,False,False,True,True
QEPKIG,True,True,True,True,True
QEWGUX,True,True,True,True,True
QEWHAE,False,True,True,True,True
QEWHAE01,False,False,False,True,True
QEWRIU,False,True,True,True,True
QEWSAN,False,True,True,True,True
QIDFUH,False,True,True,True,True
QIFNOL,True,True,True,True,True
QIFNUR,False,True,True,True,True
QIFNUR01,False,True,True,True,True
QIFPAZ,False,False,False,True,True
QIFPED,False,True,True,True,True
QIFPED01,True,True,True,True,True
QIHWEM,True,True,True,True,True
QIJQAE,True,True,True,True,True
QIJQEI,False,False,False,True,True
QIJQIM,False,True,True,True,True
QIJQOS,False,True,True,True,True
QINGEB,False,True,True,True,True
QITQUI,True,True,True,True,True
QIWTUN,True,True,True,True,True
QOBVAH,True,True,True,True,True
QOBVEL,True,True,True,True,True
QOKLIO,False,True,True,True,True
QOKMOV,False,False,False,True,True
QOKQUF,False,True,True,True,True
QOKRAM,False,True,True,True,True
QOKREQ,False,True,True,True,True
QOKRIU,False,True,True,True,True
QQQCIG01,False,True,True,True,True
QQQCIG04,False,True,True,True,True
QQQCIG05,False,True,True,True,True
QQQCIG06,False,True,True,True,True
QQQCIG07,False,True,True,True,True
QQQCIG08,False,True,True,True,True
QQQCIG09,False,True,True,True,True
QQQCIG10,False,True,True,True,True
QQQCIG11,False,True,True,True,True
QQQCIG13,False,True,True,True,True
QQQCIG14,False,False,False,True,True
QQQCIG15,False,True,True,True,True
QQQCIG16,False,True,True,True,True
QQQCIG17,False,True,True,True,True
QQQCIG18,False,True,True,True,True
QQQCIG19,False,True,True,True,True
QQQCIG20,False,True,True,True,True
QQQCIG21,False,True,True,True,True
QQQCIG23,False,True,True,True,True
QQQCIG24,False,False,False,True,True
QQQCIG25,False,False,False,True,True
QQQCIG26,False,False,False,True,True
QQQCIG27,False,False,False,True,True
QQQCIG28,False,False,False,True,True
QQQCIG29,False,False,False,True,True
QQQCIG30,False,True,True,True,True
QQQCIG31,False,False,False,True,True
QQQCIG32,False,False,False,True,True
QQQCIG33,False,True,True,True,True
QQQCIG34,False,True,True,True,True
QQQCIG35,False,True,True,True,True
QQQCIG36,False,True,True,True,True
QQQCIG37,False,True,True,True,True
QQQCIG38,False,True,True,True,True
QUDQOY,True,True,True,True,True
QUDQUE,True,True,True,True,True
QUDRAL,True,True,True,True,True
QULPAQ,False,True,True,True,True
QUMCAE,False,True,True,True,True
QUMCEI,False,True,True,True,True
QUZFEZ,True,True,True,True,True
RADFUB,False,True,True,True,True
RAGCEK,False,True,True,True,True
RAGCIO,False,True,True,True,True
RAGCOU,True,True,True,True,True
RAGCUA,False,True,True,True,True
RAGDAH,False,True,True,True,True
RAGDEL,False,True,True,True,True
RAGDIP,False,True,True,True,True
RAGDOV,False,True,True,True,True
RAGMIZ,True,True,True,True,True
RAJLEX,False,True,True,True,True
RAJLIB,False,True,True,True,True
RAKVUW,True,True,True,True,True
RAKZUA,True,True,True,True,True
RALBAJ,False,True,True,True,True
RANCIW,True,True,True,True,True
RANCUI,True,True,True,True,True
RANHEX,True,True,True,True,True
RAPHID,True,True,True,True,True
RAPHOJ,True,True,True,True,True
RAPJEB,True,True,True,True,True
RAQNAC,True,False,False,True,True
RAQNEG,True,True,True,True,True
RASCIA,True,True,True,True,True
RASCOG,True,True,True,True,True
RATHIH,False,False,False,True,True
RAXXAS,False,True,True,True,True
RAYJOS,False,True,True,True,True
REHYOT,False,True,True,True,True
REKLIF,True,True,True,True,True
RELREH,False,True,True,True,True
RELZAM,False,True,True,True,True
RESSUG,True,True,True,True,True
RESTAN,False,True,True,True,True
RETVEU,True,True,True,True,True
RETVIY,True,True,True,True,True
RETVOE,True,True,True,True,True
RETVUK,False,True,True,True,True
RETWAR,True,True,True,True,True
REVYAT,False,True,True,True,True
RIGWAH,True,True,True,True,True
RIGWEL,True,True,True,True,True
RIXSIC,True,True,True,True,True
RIXSOI,True,True,True,True,True
RIXSUO,True,False,False,True,True
RIXTAV,True,True,True,True,True
RIXVUR,True,True,True,True,True
ROCCOE,False,True,True,True,True
ROCSOT,True,True,True,True,True
ROCSUZ,True,True,True,True,True
ROLWEX,False,True,True,True,True
ROMXUO,True,False,False,True,True
ROPXIF,False,True,True,True,True
ROTSAX,True,True,True,True,True
ROTSEB,True,True,True,True,True
ROZCOA,False,True,True,True,True
RUCJAB,True,True,True,True,True
RUDGOP,True,False,False,True,True
RUDGUV,True,False,False,True,True
RUFGUX,True,True,True,True,True
RUGFEG,True,False,False,True,True
RUGFIK,True,True,True,True,True
RUGFOQ,False,False,False,True,True
RUMSEA,True,True,True,True,True
RUMSIE,True,True,True,True,True
RUMWAA,False,True,True,True,True
RUNJUH,False,True,True,True,True
RUNKAO,False,True,True,True,True
RUNKES,True,True,True,True,True
RUNLET,True,True,True,True,True
RUQDOZ,True,True,True,True,True
RUSFUH,False,False,False,True,True
RUTYOW,False,True,True,True,True
RUTYUC,False,False,False,True,True
SABLIU,False,True,True,True,True
SAGQAV,False,True,True,True,True
SAGQEZ,False,True,True,True,True
SAGVOL,False,True,True,True,True
SAGVUR,False,True,True,True,True
SAGWAY,False,True,True,True,True
SAGWEC,False,False,False,True,True
SAHLAR,True,True,True,True,True
SAKXIN,False,True,True,True,True
SAKXIN02,False,True,True,True,True
SALRUW,True,True,True,True,True
SANWIR,True,True,True,True,True
SAPGAV,False,True,True,True,True
SAZQIX,True,True,True,True,True
SAZQOD,True,True,True,True,True
SEBRAW,True,True,True,True,True
SECLEU,False,True,True,True,True
SECLOE,True,False,False,True,True
SECPOI,False,True,True,True,True
SECPUO,False,False,False,True,True
SEDQUN,True,True,True,True,True
SEDREY,True,True,True,True,True
SEFNOK,True,True,True,True,True
SEQJUW,False,False,False,True,True
SERJIL,True,True,True,True,True
SERJOR,False,True,True,True,True
SERVOB,True,False,False,True,True
SESHAC,True,True,True,True,True
SETTES,False,True,True,True,True
SETTIW,False,True,True,True,True
SETTOC,False,True,True,True,True
SETTUI,False,True,True,True,True
SEVSIY,False,True,True,True,True
SIGFOG,False,False,False,True,True
SIGFUM,True,False,False,True,True
SIGMON,False,False,False,True,True
SIHHEZ,True,True,True,True,True
SIJYUG,True,True,True,True,True
SIRLEL,False,True,True,True,True
SIZLAQ,False,True,True,True,True
SIZLEU,True,False,False,True,True
SIZNIB,False,True,True,True,True
SIZNOH,True,True,True,True,True
SIZNUN,True,True,True,True,True
SIZPAV,True,True,True,True,True
SIZPEZ,True,True,True,True,True
SNACTC,False,False,False,False,True
SOQLEQ,False,True,True,True,True
SOQLIU,False,True,True,True,True
SOTBOU,True,True,True,True,True
SOTBOU01,False,True,True,True,True
SOTNEW,False,True,True,True,True
SOTNIA,False,True,True,True,True
SOTNOG,True,True,True,True,True
SOYKOI,False,True,True,True,True
SOYKUO,False,False,False,True,True
SOYLAV,False,True,True,True,True
SUDPUE,True,True,True,True,True
SUDQAL,True,True,True,True,True
SUGVEY,True,True,True,True,True
SUKVUQ,False,True,True,True,True
SUVXUE,False,True,True,True,True
SUWMUU,False,True,True,True,True
SUXWEQ,True,True,True,True,True
SUYJII,False,True,True,True,True
SUYZOE,True,True,True,True,True
TAKDAO,True,True,True,True,True
TAKKOI,False,True,True,True,True
TANNUV,False,False,False,True,True
TANPIJ,True,True,True,True,True
TATLEG,True,True,True,True,True
TATLIK,False,True,True,True,True
TATLOQ,False,True,True,True,True
TATLUW,True,True,True,True,True
TATMAD,False,True,True,True,True
TATMEH,False,True,True,True,True
TAZDOO,True,False,False,True,True
TBZHCE,False,True,True,True,True
TECKUH,False,True,True,True,True
TECZEJ,False,True,True,True,True
TECZIN,False,True,True,True,True
TECZOT,False,True,True,True,True
TEFBOY,False,True,True,True,True
TEFBOY01,False,True,True,True,True
TEFDUG,False,True,True,True,True
TETCEN,False,True,True,True,True
TETCEN01,False,True,True,True,True
TETCEN03,False,True,True,True,True
TETCEN04,False,True,True,True,True
TETMEN,True,True,True,True,True
TETMIR,True,False,False,True,True
TETTRI,True,True,True,False,True
TETTRI01,True,True,True,False,True
TETTRI02,True,True,True,False,True
TETTRI03,True,True,True,False,True
TETTRI04,True,True,True,False,True
TETTRI05,True,True,True,False,True
TETTRI07,True,True,True,False,True
TETTRI08,True,True,True,False,True
TETTRI09,True,True,True,False,True
TETTRI11,True,True,True,False,True
TEYXAY,False,True,True,True,True
TEYXOM,False,True,True,True,True
TIDFES,False,True,True,True,True
TIJJIG,False,True,True,True,True
TIMVUI,True,True,True,True,True
TIPJUZ,True,True,True,True,True
TIRZAY,False,False,False,True,True
TIRZEC,False,False,False,True,True
TIRZIG,False,True,True,True,True
TIRZOM,True,True,True,True,True
TIVVIF,True,True,True,True,True
TIVVOL,True,True,True,True,True
TIVXUU,True,True,True,True,True
TIXTUS,False,False,False,True,True
TOMPIV,True,True,True,True,True
TOMPOB,True,False,False,True,True
TOMVOH,False,True,True,True,True
TOMVUN,True,True,True,True,True
TOMWAU,False,True,True,True,True
TOMWEY,False,True,True,True,True
TONWOL,True,False,False,True,True
TORSOL,False,True,True,True,True
TORSUR,False,True,True,True,True
TORTAY,False,True,True,True,True
TORTEC,False,True,True,True,True
TORVEE,False,True,True,True,True
TOSMEV,False,True,True,True,True
TOYDIX,True,True,True,True,True
TOYDOD,False,True,True,True,True
TSETCL10,False,True,True,False,True
TSETCN,True,True,True,True,True
TUBJIM,False,False,False,True,True
TUDJAF,True,True,True,True,True
TUGJEN,True,True,True,True,True
TUKVUT,False,True,True,True,True
TUSYEO,True,True,True,True,True
UBEQIE,True,True,True,True,True
UBEQOK,False,True,True,True,True
UBEQUQ,False,True,True,True,True
UBERAX,True,True,True,True,True
UBEREB,True,True,True,True,True
UBERIF,True,True,True,True,True
UBEROL,True,True,True,True,True
UBERUR,False,True,True,True,True
UBESAY,False,True,True,True,True
UBESAY01,False,True,True,True,True
UBOWOZ,True,True,True,True,True
UBOWUF,True,True,True,True,True
UBUQOA,True,True,True,True,True
UCEKOF,True,True,True,True,True
UCEKUL,True,True,True,True,True
UCELAS,True,True,True,True,True
UCIJOF,False,True,True,True,True
UCIJOF01,False,True,True,True,True
UCIJUL,False,True,True,True,True
UCIVIO,True,True,True,True,True
UCIVOU,False,True,True,True,True
UCONEG,False,True,True,True,True
UCONIK,False,True,True,True,True
UCONOQ,False,True,True,True,True
UCONUW,False,True,True,True,True
UDEQAY,False,False,False,True,True
UDUDED,True,True,True,True,True
UDUDIH,True,True,True,True,True
UFARIF,True,True,True,True,True
UFAROL,True,True,True,True,True
UGOMIM,False,True,True,True,True
UGUPIX,False,False,False,True,True
UHADOZ,True,True,True,True,True
UHADUF,False,True,True,True,True
UKIGED,False,True,True,True,True
UKOXUQ,True,True,True,True,True
ULEMUV,True,True,True,True,True
ULUMIA,False,True,True,True,True
ULUMOG,True,True,True,True,True
ULUNUN,False,True,True,True,True
UNIHOP,True,True,True,True,True
UNIZUP,True,True,True,True,True
UNOBAD,True,True,True,True,True
UNOBEH,True,True,True,True,True
UPAJIG,False,True,True,True,True
UQEGUU,True,True,True,True,True
UQEWOE,True,True,True,True,True
UQEWUK,True,True,True,True,True
UQUTEI,False,True,True,True,True
URICIJ,True,True,True,True,True
URIHUB,True,True,True,True,True
URIJAJ,True,True,True,True,True
URITEW,True,True,True,True,True
URITIA,False,True,True,True,True
UROFIT,True,True,True,True,True
UROGOA,True,True,True,True,True
USAFAX,True,True,True,True,True
USAFEB,False,True,True,True,True
USAFEB01,True,True,True,True,True
USAFIF,False,True,True,True,True
USANIN,False,True,True,True,True
USIXUS,True,False,False,True,True
USONUO,False,True,True,True,True
USOTII,True,True,True,True,True
UTAYUK,True,True,True,True,True
UTAZAR,True,False,False,True,True
UTUBOD,True,True,True,True,True
UVAKOS,True,True,True,True,True
UVAKUY,False,True,True,True,True
UVAKUY02,False,True,True,True,True
UVAKUY03,False,True,True,True,True
UVAPAL,True,True,True,True,True
UVOMIC,True,False,False,True,True
UVOMOI,False,True,True,True,True
UVOMUO,False,True,True,True,True
UVONAV,False,True,True,True,True
UWAROB,True,True,True,True,True
UWIQAU,False,True,True,True,True
UWIQEY,True,True,True,True,True
UWIZIL,True,True,True,True,True
UWIZOR,False,True,True,True,True
UYOVEM,True,True,True,True,True
UZAHEK,True,False,False,True,True
UZAHOU,True,True,True,True,True
UZICEO,False,True,True,True,True
VABGIS,True,True,True,True,True
VAFYIM,True,True,True,True,True
VAFYOS,False,True,True,True,True
VAFZEJ,True,True,True,True,True
VAFZIN,True,True,True,True,True
VAGPID,False,True,True,True,True
VAJRIL,False,False,False,True,True
VAJROR,False,True,True,True,True
VAJRUX,False,False,False,True,True
VAMRIN,True,True,True,True,True
VAMROT,True,False,False,True,True
VARFOL,False,True,True,True,True
VASQOY,True,True,True,True,True
VASYIZ,True,True,True,True,True
VAZQES,False,True,True,True,True
VEBJAO,False,True,True,True,True
VEBJES,False,True,True,True,True
VEBJIW,False,True,True,True,True
VEBJOC,False,False,False,True,True
VEBJUI,True,True,True,True,True
VEBKAP,False,True,True,True,True
VEDDUF,True,False,False,True,True
VEHVIQ,False,True,True,True,True
VEHVOW,False,True,True,True,True
VEPPUE,True,True,True,True,True
VEVHEL,False,False,False,True,True
VIMQAM,True,False,False,True,True
VINLEM,False,True,True,True,True
VINLIQ,True,True,True,True,True
VIVDUC,False,True,True,True,True
VIZRUT,False,True,True,True,True
VOGRIU,True,True,True,True,True
VOKBAA,False,False,False,True,True
VOKVIC,True,True,True,True,True
VOQBIM,True,False,False,True,True
VOQBIM01,True,False,False,True,True
VOQBIM02,True,False,False,True,True
VOQBIM03,True,False,False,True,True
VOQBIM04,False,False,False,True,True
VOQBIM05,True,False,False,True,True
VOQBOS,True,True,True,True,True
VORVIK,False,True,True,True,True
VUBJOU,True,True,True,True,True
VUBJUA,True,True,True,True,True
VUBKAH,False,False,False,True,True
VUBKAH01,False,False,False,True,True
VUBKAH02,False,True,True,True,True
VUBKOV,False,True,True,True,True
VUCDOP,False,True,True,True,True
VUFKAL,False,True,True,True,True
VUFNIW,False,True,True,True,True
VULQUQ,False,True,True,True,True
WADMUL,False,True,True,True,True
WATJAF,False,True,True,True,True
WAWSAR,False,True,True,True,True
WEKYAP,True,True,True,True,True
WEPMAI,True,False,False,True,True
WEPMOW,True,True,True,True,True
WEPMUC,True,True,True,True,True
WEPNAJ,True,True,True,True,True
WIHGIG,True,True,True,True,True
WIHGOM,False,False,False,True,True
WILZOJ,False,False,False,True,True
WIRMOC,False,False,False,True,True
WOSXAF,True,True,True,True,True
WOSXAF01,True,True,True,True,True
WOTHAQ,True,True,True,True,True
WUFKIT,True,False,False,True,True
WUFKOZ,False,False,False,True,True
WULLIA,True,True,True,True,True
WULLIA01,False,True,True,True,True
WULLIA02,True,True,True,True,True
WULLIA03,True,True,True,True,True
WULLIA04,False,True,True,True,True
WUMWUY,True,True,True,True,True
WUPJOI,False,True,True,True,True
WUPJOI01,False,True,True,True,True
WUPQII,True,True,True,True,True
WUTMUW,False,True,True,True,True
WUTNAD,True,True,True,True,True
WUTNEH,True,True,True,True,True
WUTNIL,True,True,True,True,True
WUTNOR,True,False,False,True,True
WUTNUX,False,True,True,True,True
XABYIM,True,True,True,True,True
XABYOS,True,True,True,True,True
XABYUY,False,True,True,True,True
XABZAF01,True,True,True,True,True
XAPGOO,False,True,True,True,True
XAPGUU,True,True,True,True,True
XAQGEB,True,True,True,True,True
XASHEH,True,True,True,True,True
XASHIL,False,True,True,True,True
XAYVUQ,False,True,True,True,True
XEBXAH,True,True,True,True,True
XEDHIZ,False,True,True,True,True
XETRIA,False,True,True,True,True
XETRIA01,False,True,True,True,True
XEXXIK,True,True,True,True,True
XEZCIR,True,True,True,True,True
XEZCOX,True,True,True,True,True
XEZCUD,True,True,True,True,True
XEZDAK,True,True,True,True,True
XEZDEO,True,True,True,True,True
XILRES,True,True,True,True,True
XIMNUF,True,True,True,True,True
XIYVAF,False,False,False,True,True
XOBNEK,False,True,True,True,True
XOCFAZ,True,True,True,True,True
XOLTEY,False,True,True,True,True
XOLTIC,True,True,True,True,True
XONGUE,True,True,True,True,True
XONHAL,True,True,True,True,True
XONHEP,True,True,True,True,True
XONVIG,True,True,True,True,True
XOPYIL,False,True,True,True,True
XOPYOR,False,True,True,True,True
XUGXEE,True,True,True,True,True
XUGXOO,True,True,True,True,True
XUQKOM,True,False,False,True,True
XUQKUS,True,True,True,True,True
XUQWEM,True,True,True,True,True
XUQWIQ,False,True,True,True,True
XURKAY,False,True,True,True,True
XURKEC,False,False,False,True,True
XURLAZ,True,True,True,True,True
XURLED,True,False,False,True,True
XURLON,True,False,False,True,True
XURLUT,True,False,False,True,True
XURMAA,True,False,False,True,True
XURMEE,True,False,False,True,True
XURMII,True,False,False,True,True
XURMUU,True,False,False,True,True
XURNAB,True,True,True,True,True
XUSVIS,True,False,False,True,True
XUVLAE,True,True,True,True,True
XUZVEU,False,False,False,True,True
YADTOQ,True,True,True,False,True
YADVIM,True,True,True,True,True
YADXOU,True,True,True,True,True
YAMBOG,True,True,True,True,True
YAMCAT,False,True,True,True,True
YAMMAB,False,True,True,True,True
YAMMUV,False,False,False,True,True
YAVCOR,False,False,False,True,True
YAVCUX,False,False,False,True,True
YEWLIY,False,True,True,True,True
YEWLOE,False,True,True,True,True
YEWLUI,False,True,True,True,True
YICMOP,False,True,True,True,True
YICVAJ,False,True,True,True,True
YICVEN,True,True,True,True,True
YICVIR,False,True,True,True,True
YISJIW,True,False,False,True,True
YISJOC,False,True,True,True,True
YISJUI,True,False,False,True,True
YIVFEP,True,True,True,True,True
YIWMAU,True,True,True,True,True
YIWMEY,True,True,True,True,True
YIYHUK,False,True,True,True,True
YIYHUK01,False,True,True,True,True
YOCFAA,True,True,True,True,True
YOFCUR,False,True,True,True,True
YOFCUR01,False,True,True,True,True
YOKMUG,False,True,True,True,True
YOKMUG01,False,True,True,True,True
YOKMUG02,False,True,True,True,True
YOKMUG03,False,True,True,True,True
YOTMIF,True,False,False,True,True
YUCFEK,True,True,True,True,True
YUJREC,False,True,True,True,True
YUJRIG,False,True,True,True,True
YUJRUS,False,True,True,True,True
YUKCIR,True,True,True,True,True
YULLEX,True,True,True,True,True
YULLIB,False,True,True,True,True
YULLOH,False,True,True,True,True
YULLUN,False,True,True,True,True
YULZAH,False,True,True,True,True
YULZEL,False,True,True,True,True
YULZIP,True,True,True,True,True
YULZOV,True,False,False,True,True
YUXPEP,True,True,True,True,True
ZABTOO,False,True,True,True,True
ZAFLOL,True,True,True,True,True
ZAGMOJ,True,True,True,True,True
ZAJMUW,True,True,True,True,True
ZATLIT,False,True,True,True,True
ZAVWEB,False,True,True,True,True
ZAWTEZ,False,True,True,True,True
ZAWTEZ01,False,True,True,True,True
ZAXWEE,True,True,True,True,True
ZAYGOZ,True,True,True,True,True
ZAYGUF,True,True,True,True,True
ZAYHAM,True,True,True,True,True
ZETQUN,False,True,True,True,True
ZIHBAW,True,True,True,True,True
ZIHBEA,True,True,True,True,True
ZIJTEU,False,True,True,True,True
ZIMFUZ,False,True,True,True,True
ZIMGEK,False,True,True,True,True
ZIRKUJ,False,False,False,True,True
ZOFTUL,True,True,True,True,True
ZOHHAH,False,True,True,True,True
ZUHWUX,False,True,True,True,True
ZUHXAE,True,True,True,True,True
ZUHXEI,True,True,True,True,True
ZUPPIL,True,True,True,True,True
ZUPPOR,False,True,True,True,True
ZUPPUX,True,True,True,True,True
ZUQNIL,True,False,False,True,True
ZUQNOR,True,True,True,True,True
ZUQNUX,True,True,True,True,True
ZUQPAF,True,True,True,True,True
ZUSBAT,True,True,True,True,True
ZUTCIC,True,True,True,True,True
ZUYHIN,False,True,True,True,True
ZUYHIN01,False,True,True,True,True
ZUYJOV,True,True,True,True,True
ZUYJOV01,True,True,True,True,True
ZUYKAI,False,True,True,True,True
ZUYKAI01,True,True,True,True,True
ZUZFUX,True,True,True,True,True
ZUZGAE,True,True,True,True,True
ZZZDKE01,False,True,True,True,True
ZZZDKE02,False,True,True,True,True
